id_pedido,previsao_min,tempo_real_min,tempo_corrigido_min,delivery_distance,tempo_coleta,Agent_Rating,Vehicle,Weather,Traffic,Area,weekend,is_grocery,jam_or_high_traffic,is_sunny_weather,tempo_criacao_sim,tempo_conclusao_sim,decisao,is_otd_corrigido
pedido_11.206196971532716_10,41.29446311169099,43.732939267243104,43.732939267243104,14.667378455217857,5,4.454126952731218,Moto,Sunny,High,Urban,False,1,1,1,11.206196971532716,59.939136238775816,Nenhuma,1
pedido_3.8493151420293334_2,97.37830954665856,88.49370642122209,73.49370642122209,4.503170548118022,10,4.665780725328127,Moto,Sunny,High,Metropolitian,False,0,1,1,3.8493151420293334,87.34302156325143,Aumento_Velocidade,1
pedido_6.72892110614966_6,98.28802191966138,92.61671875085642,77.61671875085642,12.74849193253517,10,4.753217034437036,Moto,Sunny,Medium,Metropolitian,False,0,0,1,6.72892110614966,94.34563985700608,Rota_Reduzida,1
pedido_7.368272785623681_7,128.11277391432864,102.68426237926995,87.68426237926995,5.212884038004203,10,4.556048516567833,Moto,Foggy,Medium,Metropolitian,False,0,0,0,7.368272785623681,105.05253516489364,Rota_Reduzida,1
pedido_36.281969670016615_25,99.27006902583167,83.57371681808618,68.57371681808618,6.418659752983723,5,4.642740160176862,Moto,Sunny,High,Metropolitian,True,0,1,1,36.281969670016615,109.8556864881028,Aumento_Velocidade,1
pedido_1.2146556381574132_1,127.2726987532359,110.73385824083034,95.73385824083034,7.450158889587897,15,4.66278513597852,Scooter,Sandstorms,Jam,Metropolitian,False,0,1,0,1.2146556381574132,111.94851387898775,Aumento_Velocidade,1
pedido_14.601543254386966_12,130.50293779652145,106.55572290803684,91.55572290803684,17.042738517215554,10,4.668213147058217,Scooter,Stormy,High,Metropolitian,True,0,1,0,14.601543254386966,116.15726616242381,Aumento_Velocidade,1
pedido_5.144970581159178_4,134.39833402897818,115.44327580146634,100.44327580146634,14.913649345520183,15,4.572003702400464,Scooter,Windy,Medium,Metropolitian,False,0,0,0,5.144970581159178,120.58824638262553,Rota_Reduzida,1
pedido_40.925933855770054_27,101.40797453446916,88.14074546425726,73.14074546425726,3.8964819568873175,10,5.0,Moto,Sunny,High,Metropolitian,True,0,1,1,40.925933855770054,124.06667932002732,Aumento_Velocidade,1
pedido_49.03719109477138_31,101.29554141607021,89.85028709853476,74.85028709853476,15.74833047843384,5,4.852029293381953,Scooter,Sunny,High,Metropolitian,False,0,1,1,49.03719109477138,128.88747819330615,Aumento_Velocidade,1
pedido_4.603573392412999_3,131.6402473505891,119.73093374950899,119.73093374950899,9.284129768491903,5,4.799362423642554,Van,Stormy,Medium,Metropolitian,True,0,0,0,4.603573392412999,129.334507141922,Nenhuma,1
pedido_22.513941375009114_17,126.16576392278829,118.3206298307002,103.3206298307002,7.3747137551966695,5,4.602689900629687,Moto,Foggy,Medium,Metropolitian,True,0,0,0,22.513941375009114,130.83457120570932,Rota_Reduzida,1
pedido_15.68088390875434_14,141.13093199804703,122.89286005238526,107.89286005238526,14.942327300607579,10,4.48824878825521,Scooter,Windy,Jam,Urban,True,0,1,0,15.68088390875434,133.5737439611396,Aumento_Velocidade,1
pedido_49.6555219987996_32,101.08042258277592,74.56588196612202,74.56588196612202,3.55736758050566,10,4.521532598842174,Scooter,Windy,Low,Metropolitian,False,0,0,0,49.6555219987996,134.22140396492162,Nenhuma,1
pedido_15.262637592535285_13,124.01221896043967,129.20644682523164,114.20644682523164,2.6524514564599775,5,4.789796905813569,Scooter,Foggy,Medium,Metropolitian,True,0,0,0,15.262637592535285,134.4690844177669,Rota_Reduzida,1
