id_pedido,previsao_min,tempo_real_min,tempo_corrigido_min,delivery_distance,tempo_coleta,Agent_Rating,Vehicle,Weather,Traffic,Area,weekend,is_grocery,jam_or_high_traffic,is_sunny_weather,tempo_criacao_sim,tempo_conclusao_sim,decisao,is_otd_corrigido
pedido_10.856099184246974_10,97.66363775985899,69.488326620059,54.488326620059,1.2644729935883028,15,4.822196503945983,Moto,Stormy,High,Urban,True,0,1,0,10.856099184246974,80.34442580430597,Intervenção_Alto_Risco,1
pedido_6.675822684616177_6,99.37497212425829,79.36869421425776,64.36869421425776,5.343390388755955,10,4.815243423338303,Scooter,Foggy,High,Urban,True,0,1,0,6.675822684616177,81.04451689887394,Intervenção_Alto_Risco,1
pedido_14.52626642242437_12,100.38230804131804,82.98142187489402,67.98142187489402,4.730566213059263,5,4.7324466663017635,Moto,Windy,Medium,Other,True,0,0,0,14.52626642242437,87.5076882973184,Intervenção_Médio_Risco,1
pedido_35.233229584772076_24,87.76611082149856,65.29132295495285,50.29132295495285,12.515145108230778,5,5.121509104319253,Scooter,Sunny,High,Other,True,0,1,1,35.233229584772076,90.52455253972492,Intervenção_Alto_Risco,1
pedido_6.190569913830917_4,123.06627896365113,107.0154271282134,77.0154271282134,16.812870513280217,10,4.763932481476388,Moto,Sandstorms,High,Metropolitian,False,0,1,0,6.190569913830917,93.20599704204432,Intervencao_Risco_Extremo,1
pedido_5.538758786499205_2,111.15963317418917,101.05029164543076,76.05029164543076,1.111595508082738,15,4.564895516696924,Moto,Sunny,High,Metropolitian,False,0,1,1,5.538758786499205,96.58905043192996,Acelera_Tio_Reforçado,1
pedido_6.18068757646364_3,100.83101588999894,102.0797405438795,87.0797405438795,12.533697491618776,5,4.7604581216131345,Scooter,Sunny,Medium,Metropolitian,False,0,0,1,6.18068757646364,98.26042812034314,Intervenção_Médio_Risco,1
pedido_0.4145862282789423_0,127.13984946230062,123.29061838485367,93.29061838485367,15.173802068413059,5,4.741695870715117,Van,Foggy,Jam,Metropolitian,False,0,1,0,0.4145862282789423,98.70520461313262,Intervencao_Risco_Extremo,1
pedido_25.521677692304984_17,107.39096257945205,85.0414236980085,70.0414236980085,6.470154800834089,5,4.839982455980461,Moto,Windy,Jam,Metropolitian,True,0,1,0,25.521677692304984,100.56310139031348,Intervenção_Alto_Risco,1
pedido_9.607435296054392_7,116.02067445197913,116.01009687835472,86.01009687835472,13.148229139914408,5,4.994714678983783,Scooter,Foggy,Jam,Urban,False,0,1,0,9.607435296054392,100.6175321744091,Intervencao_Risco_Extremo,1
pedido_10.186182658554454_8,126.9339865860695,121.41669289671596,91.41669289671596,13.914344105130548,5,4.8152699387922295,Scooter,Foggy,High,Metropolitian,False,0,1,0,10.186182658554454,106.60287555527042,Intervencao_Risco_Extremo,1
pedido_14.956855614441338_13,102.1736340182209,97.3488212526675,82.3488212526675,6.345078144761954,10,4.697169541789169,Scooter,Foggy,Medium,Metropolitian,False,0,0,0,14.956855614441338,107.30567686710884,Intervenção_Médio_Risco,1
pedido_15.308218847381948_14,123.19894359973114,107.35039781931944,77.35039781931944,12.235758712113931,15,4.808462913985719,Moto,Windy,Jam,Metropolitian,False,0,1,0,15.308218847381948,107.65861666670139,Intervencao_Risco_Extremo,1
