id_pedido,previsao_min,tempo_real_min,tempo_corrigido_min,delivery_distance,tempo_coleta,Agent_Rating,Vehicle,Weather,Traffic,Area,weekend,is_grocery,jam_or_high_traffic,is_sunny_weather,tempo_criacao_sim,tempo_conclusao_sim,decisao,is_otd_corrigido
pedido_11.556445877148729_3,43.377993972740924,48.94428086581284,48.94428086581284,8.437338232431129,5,4.604020150788383,Scooter,Foggy,High,Urban,False,1,1,0,11.556445877148729,65.50072674296158,Nenhuma,1
pedido_11.603973505391535_4,98.71049318311525,95.16369793450782,80.16369793450782,3.0572570692413046,15,4.648869383736052,Moto,Sunny,Jam,Urban,False,0,1,1,11.603973505391535,106.76767143989936,Aumento_Velocidade,1
pedido_13.319041638737847_5,92.9853420944069,92.92235189252976,92.92235189252976,2.6866452399577394,10,4.764517156399814,Scooter,Sunny,Low,Other,False,0,0,1,13.319041638737847,116.2413935312676,Nenhuma,1
pedido_4.498654428570948_1,135.14258489985193,118.26597501942769,103.26597501942769,8.979404969196521,10,5.0,Moto,Windy,High,Urban,True,0,1,0,4.498654428570948,117.76462944799863,Aumento_Velocidade,1
pedido_19.38782965678296_6,100.34458430708159,108.69881836847925,93.69881836847925,5.173244630504376,5,4.5740155214116704,Scooter,Sunny,Jam,Metropolitian,True,0,1,1,19.38782965678296,118.0866480252622,Aumento_Velocidade,1
pedido_53.412655998767725_22,95.83027996309183,75.02566111746842,60.02566111746842,5.099869407711918,5,4.6957201753549125,Moto,Sunny,Medium,Urban,False,0,0,1,53.412655998767725,118.43831711623614,Rota_Reduzida,1
pedido_37.20624242722108_16,97.86460107041489,92.46501658333402,77.46501658333402,6.389037412691819,5,4.800338893955433,Moto,Sunny,High,Metropolitian,True,0,1,1,37.20624242722108,119.6712590105551,Aumento_Velocidade,1
pedido_26.64565339531232_10,108.88533714734125,100.62968366590424,85.62968366590424,13.64887849300595,10,4.904802993511018,Moto,Sunny,Jam,Urban,False,0,1,1,26.64565339531232,122.27533706121656,Aumento_Velocidade,1
pedido_36.544969515750104_14,102.80279240044632,98.86405842950089,83.86405842950089,10.815766752302874,5,4.932130856581081,Scooter,Sunny,High,Urban,False,0,1,1,36.544969515750104,125.40902794525098,Aumento_Velocidade,1
pedido_36.60408709295352_15,132.76211608902713,95.19942837189981,80.19942837189981,3.2946794897606915,15,4.895981554288086,Scooter,Stormy,Medium,Metropolitian,False,0,0,0,36.60408709295352,131.80351546485332,Rota_Reduzida,1
pedido_3.705492595417699_0,136.20554377668626,138.91843735556918,123.91843735556918,15.843832286899984,5,4.646326603838844,Scooter,Sandstorms,Medium,Metropolitian,False,0,0,0,3.705492595417699,132.62392995098688,Rota_Reduzida,0
pedido_51.078131718726816_19,98.51662097520992,90.43385356114152,75.43385356114152,10.906108696517514,10,4.827120063318276,Moto,Sunny,Medium,Metropolitian,False,0,0,1,51.078131718726816,136.51198527986833,Rota_Reduzida,1
pedido_35.95484210751482_12,134.26524228980983,112.40134428010174,97.40134428010174,3.972223395333891,10,4.81735581199794,Scooter,Windy,Medium,Urban,False,0,0,0,35.95484210751482,143.35618638761656,Rota_Reduzida,1
pedido_23.24242466658261_9,141.2654461639401,135.68156250814314,115.68156250814314,12.499293371334687,5,5.0,Scooter,Foggy,Jam,Other,False,0,1,0,23.24242466658261,143.92398717472577,Rota_Reduzida,1
pedido_26.89356530886611_11,135.37384674032077,129.69573758356427,114.69573758356427,12.366311345656605,5,5.0,Moto,Stormy,Medium,Metropolitian,False,0,0,0,26.89356530886611,146.58930289243037,Rota_Reduzida,1
pedido_96.70879996421424_42,50.74180426987916,49.849595947259395,49.849595947259395,4.223563575041766,5,4.418008957096647,Van,Sandstorms,Low,Metropolitian,True,1,0,0,96.70879996421424,151.55839591147364,Nenhuma,1
pedido_20.64059861590609_7,134.21504553323146,127.82288077564016,127.82288077564016,15.704097150474594,5,4.861269442802349,Van,Sandstorms,High,Metropolitian,False,0,1,0,20.64059861590609,153.46347939154626,Nenhuma,0
pedido_60.785118957693385_28,112.06153658031144,92.7564091184474,77.7564091184474,13.127556909554084,15,4.634886571619234,Moto,Sunny,Jam,Urban,True,0,1,1,60.785118957693385,153.54152807614076,Aumento_Velocidade,1
pedido_54.43007869968564_24,134.3559956446086,104.51472151566064,89.51472151566064,13.080368209537523,10,4.862306169661966,Moto,Stormy,Medium,Urban,False,0,0,0,54.43007869968564,153.94480021534628,Rota_Reduzida,1
