id_pedido,previsao_min,tempo_real_min,tempo_corrigido_min,delivery_distance,tempo_coleta,Agent_Rating,Vehicle,Weather,Traffic,Area,weekend,is_grocery,jam_or_high_traffic,is_sunny_weather,tempo_criacao_sim,tempo_conclusao_sim,decisao,is_otd_corrigido
pedido_2.224901716236133_0,61.440821519633445,57.276327332438186,42.276327332438186,14.68174789530213,10,4.435309579838444,Moto,Sandstorms,High,Metropolitian,False,1,1,0,2.224901716236133,54.50122904867432,Aumento_Velocidade,1
pedido_26.04422857725952_20,45.83196294805559,30.194244600450837,30.194244600450837,16.979923946601645,5,4.561891129161205,Scooter,Stormy,High,Urban,True,1,1,0,26.04422857725952,61.23847317771036,Nenhuma,1
pedido_7.933440161254271_4,100.00171326255364,88.14729638123566,73.14729638123566,4.904054632101869,10,4.730013344410849,Moto,Sunny,High,Urban,True,0,1,1,7.933440161254271,91.08073654248993,Aumento_Velocidade,1
pedido_52.21885803626972_43,46.839200357924064,26.006459967761415,26.006459967761415,1.0802144952103152,15,4.851371987401781,Moto,Sandstorms,High,Urban,False,1,1,0,52.21885803626972,93.22531800403114,Nenhuma,1
pedido_21.55309240387575_16,96.80921212309678,78.04397625832223,63.04397625832223,2.7666186536817365,10,4.983124837085226,Scooter,Sunny,High,Metropolitian,False,0,1,1,21.55309240387575,94.59706866219798,Aumento_Velocidade,1
pedido_49.83655509412109_42,45.847260776794016,40.077079936391875,40.077079936391875,14.744843049590804,5,5.0,Scooter,Sandstorms,High,Metropolitian,True,1,1,0,49.83655509412109,94.91363503051296,Nenhuma,1
pedido_42.472978049638506_38,48.24997520376611,38.87750267278935,38.87750267278935,0.7909777354345948,15,4.784732670312365,Scooter,Foggy,High,Metropolitian,False,1,1,0,42.472978049638506,96.35048072242785,Nenhuma,1
pedido_47.46658690456914_41,47.68290245017874,46.138658970585006,46.138658970585006,20.47177663776699,5,4.613678485486142,Scooter,Sandstorms,High,Urban,False,1,1,0,47.46658690456914,98.60524587515414,Nenhuma,1
pedido_2.6353203003311236_1,131.70218798536155,108.32421779050149,93.32421779050149,7.788404812032967,10,4.4691657928360575,Scooter,Windy,High,Metropolitian,False,0,1,0,2.6353203003311236,105.95953809083261,Aumento_Velocidade,1
pedido_60.05606779987363_51,49.56460703393674,41.44953264541829,41.44953264541829,16.51116227196485,15,4.734878710289295,Scooter,Windy,Medium,Metropolitian,False,1,0,0,60.05606779987363,116.50560044529192,Nenhuma,1
pedido_35.412384603011105_27,102.96140195964212,89.40412971061778,74.40412971061778,5.843016046670132,10,4.485092680613676,Moto,Sunny,Jam,Metropolitian,False,0,1,1,35.412384603011105,119.81651431362889,Aumento_Velocidade,1
pedido_3.3836889761938775_2,130.22040801448227,126.364098594291,111.364098594291,6.413708337852453,10,4.784584269366608,Moto,Sandstorms,High,Metropolitian,True,0,1,0,3.3836889761938775,124.74778757048487,Aumento_Velocidade,1
pedido_26.888199622398883_21,102.47441195029778,84.63085325695008,84.63085325695008,3.0826930364727025,15,4.614613414581445,Moto,Windy,Low,Metropolitian,True,0,0,0,26.888199622398883,126.51905287934896,Nenhuma,1
pedido_97.69954946582995_74,44.58130281137555,24.269253945502996,24.269253945502996,4.098656199785854,5,4.798359629404122,Scooter,Foggy,High,Metropolitian,False,1,1,0,97.69954946582995,126.96880341133294,Nenhuma,1
pedido_9.536600686896914_6,124.913073812866,128.07359115618596,113.07359115618596,4.287629716807777,5,4.574273920164502,Moto,Sandstorms,Jam,Metropolitian,False,0,1,0,9.536600686896914,127.61019184308287,Aumento_Velocidade,1
pedido_27.0310348954196_22,133.23271051611962,101.37822953159362,86.37822953159362,12.320295952150984,15,4.714746471690724,Moto,Windy,High,Metropolitian,False,0,1,0,27.0310348954196,128.40926442701323,Aumento_Velocidade,1
pedido_17.885373134154094_10,133.64441369650768,111.50302477112758,96.50302477112758,2.2166306386287737,15,4.771605357677569,Scooter,Foggy,High,Metropolitian,False,0,1,0,17.885373134154094,129.3883979052817,Aumento_Velocidade,1
pedido_21.37595998016971_15,141.32008033116873,115.01814428449354,100.01814428449354,14.43914376767907,10,4.69433722271996,Moto,Foggy,High,Metropolitian,False,0,1,0,21.37595998016971,131.39410426466327,Aumento_Velocidade,1
