id_pedido,previsao_min,tempo_real_min,tempo_corrigido_min,delivery_distance,tempo_coleta,Agent_Rating,Vehicle,Weather,Traffic,Area,weekend,is_grocery,jam_or_high_traffic,is_sunny_weather,tempo_criacao_sim,tempo_conclusao_sim,decisao
pedido_8.520315578899474_6,44.80590788809263,24.013137057706942,24.013137057706942,3.727699488975417,15,4.829894056885288,Moto,Stormy,Medium,Metropolitian,False,1,0,0,8.520315578899474,47.53345263660641,Nenhuma
pedido_17.644655590910553_11,42.22607108156538,31.649667783724325,31.649667783724325,7.238946304173415,15,4.812968935124749,Moto,Foggy,Medium,Metropolitian,False,1,0,0,17.644655590910553,64.29432337463487,Nenhuma
pedido_29.14980945984815_21,44.76869682075604,42.42528257991552,42.42528257991552,4.656849241669787,5,4.7481592875588925,Scooter,Sandstorms,Jam,Metropolitian,False,1,1,0,29.14980945984815,76.57509203976366,Nenhuma
pedido_39.31980300623091_28,38.118296230552644,29.350198397235296,29.350198397235296,11.019931734265597,15,4.770753585641888,Scooter,Sunny,Jam,Metropolitian,False,1,1,1,39.31980300623091,83.67000140346622,Nenhuma
pedido_9.813612402546235_7,95.83027996309183,80.23317396775343,65.23317396775343,4.999430356132948,10,4.679183320179199,Moto,Sunny,Medium,Urban,False,0,0,1,9.813612402546235,85.04678637029966,Rota_Reduzida
pedido_0.026669203148993004_0,98.16308062070777,97.32653459724368,82.32653459724368,7.946212605615406,15,4.631107760372569,Moto,Sunny,Jam,Metropolitian,False,0,1,1,0.026669203148993004,97.35320380039268,Aumento_Velocidade
pedido_6.499319109383618_1,101.62420481138379,86.81261469147286,86.81261469147286,10.40703060434779,15,5.0,Moto,Sandstorms,Low,Metropolitian,False,0,0,0,6.499319109383618,108.31193380085648,Nenhuma
pedido_77.58041020100889_46,40.07841713348339,16.956081328295852,16.956081328295852,16.130231239431893,15,4.598784864831812,Scooter,Sunny,High,Metropolitian,False,1,1,1,77.58041020100889,109.53649152930474,Nenhuma
pedido_7.56683875731985_4,101.14085232161408,94.07008426223165,94.07008426223165,6.535187331625727,10,4.570344359928145,Scooter,Windy,Low,Urban,False,0,0,0,7.56683875731985,111.63692301955149,Nenhuma
pedido_13.278769766472017_8,123.40083122371925,109.37166518776694,94.37166518776694,0.0,5,4.6856682560498495,Moto,Stormy,Jam,Metropolitian,False,0,1,0,13.278769766472017,112.65043495423896,Aumento_Velocidade
pedido_24.638626622606733_13,96.80921212309678,93.1586170737511,78.1586170737511,1.5692935310294134,10,5.0,Moto,Sunny,High,Metropolitian,False,0,1,1,24.638626622606733,112.79724369635784,Aumento_Velocidade
pedido_30.889329302097746_23,97.86460107041489,92.73052816871441,77.73052816871441,7.347592300321644,5,4.8037986609949455,Moto,Sunny,High,Metropolitian,True,0,1,1,30.889329302097746,113.61985747081216,Aumento_Velocidade
pedido_26.054971473374646_16,98.14802361612992,98.00124414202503,83.00124414202503,3.725982288993081,10,4.595616637278771,Moto,Sunny,High,Metropolitian,False,0,1,1,26.054971473374646,119.05621561539968,Aumento_Velocidade
pedido_7.213587322363553_2,127.18407034260261,121.35365582271365,106.35365582271365,7.225779791651891,10,4.828789984305068,Moto,Sandstorms,Jam,Metropolitian,False,0,1,0,7.213587322363553,123.5672431450772,Aumento_Velocidade
pedido_46.6226327846683_31,94.49594367259826,88.29959546945499,73.29959546945499,6.711441305949875,5,4.802465703758926,Moto,Sunny,High,Urban,False,0,1,1,46.6226327846683,124.92222825412328,Aumento_Velocidade
pedido_15.746181883775296_9,123.24908689399665,111.68883839152684,96.68883839152684,3.9304796704821285,15,4.466818177628668,Moto,Foggy,Medium,Metropolitian,True,0,0,0,15.746181883775296,127.43502027530214,Rota_Reduzida
pedido_24.98254409834239_14,102.92476314138578,91.16572074028039,91.16572074028039,18.046572002306494,15,4.886111363044985,Scooter,Sandstorms,Low,Metropolitian,False,0,0,0,24.98254409834239,131.14826483862277,Nenhuma
pedido_37.32960195276947_26,96.868696119631,79.08579918444559,79.08579918444559,1.8075572481773472,15,4.541997594649466,Moto,Sunny,Low,Urban,False,0,0,1,37.32960195276947,131.41540113721507,Nenhuma
pedido_56.8379576325634_38,104.7851826951676,87.06753139804273,72.06753139804273,11.660814076283302,5,4.61762903220872,Moto,Sunny,High,Metropolitian,True,0,1,1,56.8379576325634,133.90548903060613,Aumento_Velocidade
pedido_25.75041625386114_15,133.7932957444039,120.671079787487,105.671079787487,21.395341008833427,5,4.776146972209674,Scooter,Stormy,High,Urban,True,0,1,0,25.75041625386114,136.42149604134815,Aumento_Velocidade
pedido_7.423008996788929_3,134.6878616515935,129.37485268490948,114.37485268490948,16.66216630950029,15,4.578963019983038,Moto,Sandstorms,High,Metropolitian,False,0,1,0,7.423008996788929,136.7978616816984,Aumento_Velocidade
pedido_8.324403584028538_5,135.5545988680473,136.68570037205905,121.68570037205905,6.208734021397396,10,4.459520018006618,Moto,Windy,Medium,Urban,False,0,0,0,8.324403584028538,140.0101039560876,Rota_Reduzida
pedido_17.267736347113434_10,134.1142381506543,123.82664630852793,108.82664630852793,12.264224954126156,15,4.651723963928873,Moto,Sandstorms,High,Urban,False,0,1,0,17.267736347113434,141.09438265564137,Aumento_Velocidade
pedido_79.59989282418657_47,44.11694727356482,52.72250671507051,52.72250671507051,10.288066819460889,10,4.461933843471144,Moto,Sunny,Low,Metropolitian,False,1,0,1,79.59989282418657,142.32239953925708,Nenhuma
pedido_28.37265609157751_18,110.70092798408993,101.03195364576493,101.03195364576493,16.65463442512545,15,4.598424930278599,Moto,Foggy,Low,Metropolitian,False,0,0,0,28.37265609157751,144.40460973734244,Nenhuma
pedido_42.86192027492251_30,141.234304302999,105.71255663473019,90.71255663473019,17.285619339180396,15,4.928346527680789,Moto,Foggy,High,Metropolitian,False,0,1,0,42.86192027492251,148.5744769096527,Aumento_Velocidade
pedido_30.094448851388677_22,128.10338629484463,122.13859482181942,107.13859482181942,4.348130778489206,15,4.628561178486633,Moto,Stormy,High,Metropolitian,False,0,1,0,30.094448851388677,152.2330436732081,Aumento_Velocidade
pedido_47.223064156799964_32,133.67673204205678,108.60090733415737,93.60090733415737,9.02554945310592,15,4.686569983844144,Scooter,Windy,High,Metropolitian,False,0,1,0,47.223064156799964,155.82397149095732,Aumento_Velocidade
pedido_65.23235247638435_41,98.91483081538834,87.59698274323513,87.59698274323513,9.183214459943212,5,4.785277747340705,Scooter,Windy,Low,Metropolitian,False,0,0,0,65.23235247638435,157.82933521961948,Nenhuma
pedido_29.063912892439824_20,143.5283257557421,129.68108520217882,114.68108520217882,15.579685839485453,15,4.704788047271799,Scooter,Foggy,Medium,Urban,True,0,0,0,29.063912892439824,158.74499809461864,Rota_Reduzida
pedido_51.890973238218265_35,105.28344851291844,92.50836553414406,92.50836553414406,13.801297398038258,15,4.704390365703238,Moto,Windy,Low,Metropolitian,True,0,0,0,51.890973238218265,159.39933877236234,Nenhuma
pedido_38.492528901931664_27,110.3352980181098,114.08805761072124,114.08805761072124,12.792559163465793,10,4.670937365585129,Moto,Foggy,Low,Urban,False,0,0,0,38.492528901931664,162.5805865126529,Nenhuma
pedido_116.80322254218878_75,44.35395282677963,36.2789704505813,36.2789704505813,4.759050113659189,10,4.838353939337887,Moto,Windy,Medium,Metropolitian,False,1,0,0,116.80322254218878,163.08219299277008,Nenhuma
pedido_52.48833696984361_36,100.27284635932762,106.6526889088522,106.6526889088522,6.345798024805229,5,4.592768383149646,Moto,Sandstorms,Low,Urban,False,0,0,0,52.48833696984361,164.1410258786958,Nenhuma
pedido_54.508839435638116_37,103.64871864064442,120.42033117259956,105.42033117259956,15.649878894464772,5,4.883754423778254,Moto,Sunny,High,Metropolitian,True,0,1,1,54.508839435638116,164.92917060823768,Aumento_Velocidade
pedido_48.222433316694186_33,133.2366472173958,129.58171041247564,114.58171041247564,0.0,5,4.485263291533847,Scooter,Foggy,High,Metropolitian,False,0,1,0,48.222433316694186,167.80414372916982,Aumento_Velocidade
pedido_57.071386555275154_39,136.28143219805156,113.53801554614114,98.53801554614114,7.26348465149158,15,4.635147588300375,Moto,Windy,Medium,Metropolitian,False,0,0,0,57.071386555275154,170.6094021014163,Rota_Reduzida
pedido_35.10769222507514_25,137.07314257840505,150.09562437942526,135.09562437942526,7.29748102395056,5,4.848100597479361,Moto,Windy,Medium,Metropolitian,True,0,0,0,35.10769222507514,175.2033166045004,Rota_Reduzida
pedido_57.860497589741094_40,135.70219774479654,117.54704223641835,102.54704223641835,13.76117632360851,15,4.5370509425585634,Scooter,Sandstorms,High,Metropolitian,False,0,1,0,57.860497589741094,175.40753982615945,Aumento_Velocidade
pedido_116.74977030910058_74,97.73645979857947,66.02163424062334,51.02163424062334,4.687260713018809,10,4.7523266254174485,Scooter,Sunny,High,Metropolitian,False,0,1,1,116.74977030910058,177.7714045497239,Aumento_Velocidade
pedido_34.04453747542006_24,170.78634815162442,149.24725692550805,134.24725692550805,12.030253042567754,10,4.425187080122546,Moto,Sunny,Jam,Metropolitian,False,0,1,1,34.04453747542006,178.2917944009281,Aumento_Velocidade
pedido_75.86410547324783_45,130.90221650140998,107.92015834651559,92.92015834651559,9.312416205092493,15,4.526382405408,Moto,Stormy,Medium,Metropolitian,False,0,0,0,75.86410547324783,183.78426381976342,Rota_Reduzida
pedido_80.90645224248046_49,103.09905219966733,97.53388090101681,97.53388090101681,0.06422158065789585,10,4.967577546601624,Moto,Sandstorms,Low,Metropolitian,False,0,0,0,80.90645224248046,188.44033314349727,Nenhuma
pedido_28.989351314994785_19,172.84118440442353,150.52049433067543,150.52049433067543,5.570946871523287,10,4.448151472469954,Van,Stormy,Medium,Metropolitian,False,0,0,0,28.989351314994785,189.50984564567023,Nenhuma
